"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"5782","동물병원","02_03_01_P","4690000","469000001019890001","1989-04-07","","01","영업/정상","0000","정상","","","","","533-9890","45.6","","전라북도 정읍시 태인면 태창리","전라북도 정읍시 태인면 정읍북로 1250-1","56115","김용태동물병원","2016-06-15 11:22:48","I","2018-08-31 23:59:59","","194379.866693598","239069.622032204","동물병원","","000","",
"5783","동물병원","02_03_01_P","4690000","469000001019920001","1992-07-08","","01","영업/정상","0000","정상","","","","","063-537-1041","0","","전라북도 정읍시 장명동 80-1번지 다나동물병원","전라북도 정읍시 충정로 199, 다나동물병원 (장명동)","56165","다나동물병원","2019-03-06 13:18:36","U","2019-03-08 02:40:00","","187131.307401596","229752.903042039","동물병원","","000","",
"5784","동물병원","02_03_01_P","4770000","477000001020040001","2002-01-15","","01","영업/정상","0000","정상","","","","","063-653-9007","66","","전라북도 순창군 순창읍 교성리 659-8","전라북도 순창군 순창읍 경천1로 114","56049","이완섭동물병원","2022-12-21 12:50:10","U","2022-12-24 02:40:00","","212902.708810683","207662.85306511","동물병원","","000","0",
"5785","동물병원","02_03_01_P","4770000","477000001020120001","2012-10-24","","01","영업/정상","0000","정상","","","","","063-653-2002","15","","전라북도 순창군 순창읍 순화리 483-2번지","전라북도 순창군 순창읍 순화로 22","56039","원 동물병원","2012-10-24 16:07:55","I","2018-08-31 23:59:59","","212388.695112567","208515.913970695","동물병원","","000","",
"5786","동물병원","02_03_01_P","4740000","474000001020060001","2006-05-10","","01","영업/정상","0000","정상","","","","","063-322-5698","33.75","","전라북도 무주군 무주읍 당산리 1256-4번지","전라북도 무주군 무주읍 한풍루로 291","","박동물병원","2018-12-13 16:29:59","U","2018-12-19 02:40:00","","259252.819583738","278302.179565385","동물병원","","000","",
"5787","동물병원","02_03_01_P","4740000","474000001020090001","2009-09-04","","01","영업/정상","0000","정상","","","","","323-2423","24","","전라북도 무주군 안성면 장기리 1334-1번지","전라북도 무주군 안성면 안성로 298-6","55540","제일동물병원","2019-03-06 09:38:35","U","2019-03-12 02:40:00","","259109.01874888","263253.383878215","동물병원","","000","",
"5788","동물병원","02_03_01_P","4240000","424000001020120001","2012-09-18","","01","영업/정상","0000","정상","","","","","574-0075","0","","강원도 삼척시 정상동 241-3","강원도 삼척시 오십천로 558-1 (정상동)","25928","삼척동물병원","2020-12-01 09:15:38","U","2020-12-03 02:40:00","","392633.261760473","439104.587443464","동물병원","","000","",
"5789","동물병원","02_03_01_P","4250000","425000001020110001","2011-06-15","","01","영업/정상","0000","정상","","","","","","60","","강원도 홍천군 홍천읍 진리 22-9번지","강원도 홍천군 홍천읍 홍천로 420","25132","우리 동물병원","2011-10-30 17:38:52","I","2018-08-31 23:59:59","","278513.811245352","465871.111875558","동물병원","","000","",
"5790","동물병원","02_03_01_P","4740000","474000001020030001","2003-02-15","","01","영업/정상","0000","정상","","","","","322-2695","33","","전라북도 무주군 무주읍 읍내리 1135-2번지 8통3반","전라북도 무주군 무주읍 단천로2길 16","55508","이무석동물병원","2011-10-30 15:44:26","I","2018-08-31 23:59:59","","259009.189755605","278599.028511378","동물병원","","000","",
"5791","동물병원","02_03_01_P","4740000","474000001020030003","2010-07-22","","01","영업/정상","0000","정상","","","","","","46","","전라북도 무주군 무주읍 읍내리 119-10","전라북도 무주군 무주읍 단천로 157","55522","반딧불동물병원","2019-03-19 17:40:51","U","2021-08-20 02:40:00","","260168.610711443","278861.548493347","동물병원","","000","",
"5792","동물병원","02_03_01_P","4740000","474000001020030004","2003-02-15","","01","영업/정상","0000","정상","","","","","","0","","전라북도 무주군 안성면 장기리 1317-27번지","전라북도 무주군 안성면 안성로 286-1","55540","병구동물병원","2019-01-15 17:08:50","U","2019-01-17 02:40:00","","259053.375880749","263153.802787479","동물병원","","000","",
"5793","동물병원","02_03_01_P","4710000","471000001020090002","2009-07-23","","01","영업/정상","0000","정상","","","","","546-8594","91.9","","전라북도 김제시 금구면 청운리 517-3번지","전라북도 김제시 금구면 콩쥐팥쥐로 622","54338","서해동물병원(출장전문)","2013-12-19 12:11:17","I","2018-08-31 23:59:59","","197091.244642305","257247.987669969","동물병원","","000","",
"5794","동물병원","02_03_01_P","4710000","471000001020100001","2010-08-31","","01","영업/정상","0000","정상","","","","","","0","","전라북도 김제시 용지면 부교리 29-3","전라북도 김제시 용지면 콩쥐팥쥐로 868","","한동물병원(출장진료동물병원)","2022-01-12 21:14:20","U","2022-01-14 02:40:00","","199512.291096504","257452.975980592","동물병원","","000","0",
"5795","동물병원","02_03_01_P","4710000","471000001020110001","2011-02-21","","01","영업/정상","0000","정상","","","","","","66.42","","전라북도 김제시 검산동 1073-1","전라북도 김제시 검산택지2길 8-3, 1층 (검산동)","54398","유명동물병원(출장전문)","2021-05-04 10:50:24","U","2021-05-06 02:40:00","","191269.605967413","256020.986269443","동물병원","","000","",
"5796","동물병원","02_03_01_P","4710000","471000001020110002","2011-03-24","","01","영업/정상","0000","정상","","","","","","58.27","","전라북도 김제시 신풍동 148-8","전라북도 김제시 금성로 86, 1동 1층 (신풍동)","54404","도원동물병원(출장전문)","2022-03-14 09:51:32","U","2022-03-16 02:40:00","","190845.875622778","255457.026544796","동물병원","","000","0",
"5797","동물병원","02_03_01_P","4710000","471000001020110003","2011-05-18","","01","영업/정상","0000","정상","","","","","063-542-6786","53.04","","전라북도 김제시 검산동 480-15","전라북도 김제시 콩쥐팥쥐로 35(검산동)","54368","전주김제완주축협 김제지점 부설 동물병원","2022-09-27 15:26:24","U","2022-09-29 02:40:00","","191694.444208297","256323.741756448","동물병원","","L00","0",
"5798","동물병원","02_03_01_P","4710000","471000001020150001","2015-05-06","","01","영업/정상","0000","정상","","","","","","30","","전라북도 김제시 금산면 성계리 15","전라북도 김제시 금산면 원평로 106-1","54347","한우리동물병원(출장전문)","2021-12-01 19:12:40","U","2021-12-03 02:40:00","","199532.576888771","246438.949362427","동물병원","","000","0",
"5799","동물병원","02_03_01_P","4710000","471000001020150002","2015-05-22","","01","영업/정상","0000","정상","","","","","","0","","전라북도 김제시 황산면 봉월리 472-2","전라북도 김제시 황산면 봉월10길 16","54353","소망동물병원(출장전문)","2020-07-08 09:13:41","U","2020-07-10 02:40:00","","195317.396749202","255182.549954418","동물병원","","000","",
"5800","동물병원","02_03_01_P","4710000","471000001020170001","2017-10-10","","01","영업/정상","0000","정상","","","","","","48.88","","전라북도 김제시 검산동 488-10","전라북도 김제시 콩쥐팥쥐로 53 (검산동)","54368","대영동물병원","2020-07-08 09:07:29","U","2020-07-10 02:40:00","","191882.314872577","256338.409116064","동물병원","","000","",
"5801","동물병원","02_03_01_P","4640000","464000001020040002","2004-05-11","","01","영업/정상","0000","정상","","","","","222-4119","68.88","","전라북도 전주시 완산구 평화동2가 299-1번지","전라북도 전주시 완산구 모악로 4704 (평화동2가)","","푸른하늘 동물병원","2015-11-13 14:58:23","I","2018-08-31 23:59:59","","211814.354030166","254362.289021417","동물병원","","000","",
"5802","동물병원","02_03_01_P","4640000","464000001020040006","2004-10-02","","01","영업/정상","0000","정상","","","","","247-6677","0","","전라북도 전주시 덕진구 인후동1가 448-33번지","전라북도 전주시 덕진구 견훤로 247 (인후동1가)","","송 동물의료센터","2019-01-15 16:41:35","U","2019-01-17 02:40:00","","214157.963775644","259320.235311607","동물병원","","000","",
"5803","동물병원","02_03_01_P","4710000","471000001019710001","1971-08-30","","01","영업/정상","0000","정상","","","","","","0","","전라북도 김제시 금산면 쌍용리 468번지","","","원평동물병원","2008-11-18 17:58:31","I","2018-08-31 23:59:59","","","","동물병원","","","",
"5804","동물병원","02_03_01_P","4710000","471000001019890002","1989-04-11","","01","영업/정상","0000","정상","","","","","","0","","전라북도 김제시 요촌동 272-9번지","전라북도 김제시 서낭당길 6 (요촌동)","","진동물병원","2016-05-16 11:40:25","I","2018-08-31 23:59:59","","189529.544439953","255665.40351948","동물병원","","000","",
"5805","동물병원","02_03_01_P","4710000","471000001019950001","1995-05-19","","01","영업/정상","0000","정상","","","","","","0","","전라북도 김제시 요촌동 294-5번지","전라북도 김제시 중앙로 78 (요촌동)","54384","동진동물병원","2016-05-16 11:41:40","I","2018-08-31 23:59:59","","189487.602256627","256102.526816529","동물병원","","000","",
"5806","동물병원","02_03_01_P","4710000","471000001019980001","1998-06-23","","01","영업/정상","0000","정상","","2017-08-17","2018-08-17","","063-542-4223","0","","전라북도 김제시 순동 761-1","전라북도 김제시 콩쥐팥쥐로 125 (순동)","54368","동진강낙협동물병원","2022-04-11 14:47:10","U","2022-04-13 02:40:00","","192471.295572013","256722.698363134","동물병원","","L00","0",
"5807","동물병원","02_03_01_P","4710000","471000001020010002","2001-12-31","","01","영업/정상","0000","정상","","","","","","124","","전라북도 김제시 서암동 13","전라북도 김제시 남북로 289 (서암동)","54373","행복을찾는동물병원","2023-02-10 09:27:15","U","2023-02-12 02:40:00","","189536.495302014","256604.196731585","동물병원","","000","0",
"5808","동물병원","02_03_01_P","4640000","464000001020180001","2018-05-21","","01","영업/정상","0000","정상","","","","","063-232-5900","0","","전라북도 전주시 완산구 평화동2가 302-3 매직카","전라북도 전주시 완산구 모악로 4692, 매직카 (평화동2가)","55123","하루동물병원","2023-04-05 09:26:33","U","2023-04-08 02:40:00","","211770.653840573","254249.597872483","동물병원","","000","0",
"5809","동물병원","02_03_01_P","4640000","464000001020180002","2018-07-06","","01","영업/정상","0000","정상","","","","","","0","","전라북도 전주시 덕진구 여의동2가 684-27","전라북도 전주시 덕진구 쪽구름2길 8, 1층 (여의동2가)","54847","사랑플러스 동물병원","2023-03-13 15:06:23","U","2023-03-15 02:40:00","","206799.962986856","263707.859577445","동물병원","","000","0",
"5810","동물병원","02_03_01_P","4640000","464000001020020004","2002-04-17","","01","영업/정상","0000","정상","","","","","063-227-4975","28.8","","전라북도 전주시 완산구 삼천동1가 592-1","전라북도 전주시 완산구 거마평로 86 (삼천동1가)","55084","프렌즈동물병원","2023-02-10 10:33:08","U","2023-02-12 02:40:00","","210509.93549959","255554.570921437","동물병원","","000","0",
"5811","동물병원","02_03_01_P","4640000","464000001020030001","1997-06-24","","01","영업/정상","0000","정상","","","","","253-5677","0","","전라북도 전주시 덕진구 덕진동2가 167-156번지","전라북도 전주시 덕진구 송천중앙로 17, 1층 (덕진동2가)","54840","하나 동물병원","2018-11-30 09:18:33","U","2018-12-02 02:40:00","","210636.077509051","260970.162986237","동물병원","","000","",
"5812","동물병원","02_03_01_P","4640000","464000001020030002","2001-04-26","","01","영업/정상","0000","정상","","","","","281-0075","0","","전라북도 전주시 완산구 다가동3가 24-9번지","전라북도 전주시 완산구 충경로 11 (다가동3가)","","늘푸른 동물병원","2018-06-08 11:34:18","I","2018-08-31 23:59:59","","212645.777970492","257434.169434384","동물병원","","000","",
"5813","동물병원","02_03_01_P","4640000","464000001020030003","2003-02-28","","01","영업/정상","0000","정상","","","","","036-241-7275","110.21","","전라북도 전주시 덕진구 인후동1가 772-1","전라북도 전주시 덕진구 안덕원로 238 (인후동1가)","55008","바른 동물병원","2022-11-17 09:18:35","U","2022-11-19 02:40:00","","213756.278548132","259570.249594382","동물병원","","000","0",
"5814","동물병원","02_03_01_P","4640000","464000001020030004","2003-04-11","","01","영업/정상","0000","정상","","","","","063-255-4567","36.8","","전라북도 전주시 덕진구 진북동 342-6","전라북도 전주시 덕진구 기린대로 284 (진북동)","54929","전북동물병원","2023-05-04 17:28:10","U","2023-05-07 02:40:00","","212690.536465475","258976.13393251","동물병원","","000","0",
"5815","동물병원","02_03_01_P","4710000","471000001020080002","2008-04-06","","01","영업/정상","0000","정상","","","","","","0","","전라북도 김제시 검산동 488-10 번지","","","성진동물병원","2008-04-06 14:48:08","I","2018-08-31 23:59:59","","","","동물병원","","","",
"5816","동물병원","02_03_01_P","4640000","464000001020120002","2012-07-18","","01","영업/정상","0000","정상","","","","","272-8575","","","전라북도 전주시 덕진구 송천동1가 486-16","전라북도 전주시 덕진구 송천중앙로 177 (송천동1가)","54834","힐링동물병원","2021-03-29 16:16:07","U","2021-03-31 02:40:00","","210883.678070147","262522.338382052","동물병원","","000","",
"5817","동물병원","02_03_01_P","4640000","464000001020040008","2004-10-07","","01","영업/정상","0000","정상","","","","","","0","","전라북도 전주시 완산구 서서학동 367-37","전라북도 전주시 완산구 장승배기로 321(서서학동)","55102","이엘 동물병원","2022-11-23 13:28:59","U","2022-11-25 02:40:00","","213141.116834874","255711.054321454","동물병원","","000","0",
"5818","동물병원","02_03_01_P","4640000","464000001020050001","2005-03-09","","01","영업/정상","0000","정상","","","","","063-244-7509","95","","전라북도 전주시 덕진구 우아동2가 866-11","전라북도 전주시 덕진구 건산로 290 (우아동2가)","55017","산책동물병원","2023-05-12 16:59:35","U","2023-05-14 02:40:00","","215174.519932154","259545.564108013","동물병원","","000","0",
"5819","동물병원","02_03_01_P","4640000","464000001020050003","2005-05-04","","01","영업/정상","0000","정상","","","","","063-276-7500","49.14","","전라북도 전주시 완산구 서신동 780-4번지","전라북도 전주시 완산구 감나무3길 4 (서신동)","54950","마루 동물병원","2019-01-15 17:28:18","U","2019-01-17 02:40:00","","210984.489179393","258970.559574836","동물병원","","000","",
"5820","동물병원","02_03_01_P","4640000","464000001020050006","2005-07-04","","01","영업/정상","0000","정상","","","","","063-274-7500","150","","전라북도 전주시 덕진구 인후동2가 234-1","전라북도 전주시 덕진구 안덕원로 165 (인후동2가)","","모래내동물병원","2023-05-04 08:41:50","U","2023-05-07 02:40:00","","213111.374863317","259320.286421484","동물병원","","000","0",
"5821","동물병원","02_03_01_P","4640000","464000001020060002","2006-03-15","","01","영업/정상","0000","정상","","","","","","0","","전라북도 전주시 덕진구 우아동3가 602-1번지","전라북도 전주시 덕진구 견훤로 491 (우아동3가)","","바우동물병원","2019-01-15 16:59:39","U","2019-01-17 02:40:00","","213935.386645145","261601.315259276","동물병원","","000","",
"5822","동물병원","02_03_01_P","4640000","464000001020160007","2016-12-23","","01","영업/정상","0000","정상","","","","","0632295333","","","전라북도 전주시 덕진구 중동 774-1번지","전라북도 전주시 덕진구 기지로 72 (중동)","54871","혁신동물병원","2016-12-23 09:15:51","I","2018-08-31 23:59:59","","205345.450257527","259774.940372228","동물병원","","000","",
"5823","동물병원","02_03_01_P","4640000","464000001020070001","2007-03-06","","01","영업/정상","0000","정상","","","","","227-8275","0","","전라북도 전주시 완산구 효자동2가 1255-2번지","전라북도 전주시 완산구 서원로 72 (효자동2가)","55061","웰동물병원","2019-12-17 09:38:09","U","2019-12-19 02:40:00","","209180.156693525","257034.795","동물병원","","000","",
"5824","동물병원","02_03_01_P","4640000","464000001020070002","2007-08-06","","01","영업/정상","0000","정상","","","","","246-7155","0","","전라북도 전주시 덕진구 산정동 800-11번지","전라북도 전주시 덕진구 동부대로 582 (산정동)","","대영동물병원","2007-08-06 11:42:17","I","2018-08-31 23:59:59","","215026.611889433","260267.341532906","동물병원","","000","",
"5825","동물병원","02_03_01_P","4640000","464000001020070003","2007-10-16","","01","영업/정상","0000","정상","","","","","","0","","전라북도 전주시 완산구 효자동1가 287-13 101호","전라북도 전주시 완산구 거마평로 162, 101호 (효자동1가)","55054","펫동물병원","2023-04-28 17:33:49","U","2023-04-30 02:40:00","","210476.624500977","256337.696904261","동물병원","","000","0",
"5826","동물병원","02_03_01_P","4640000","464000001020170001","2017-03-13","","01","영업/정상","0000","정상","","","","","0632731202","","","전라북도 전주시 덕진구 송천동2가 202-59번지","전라북도 전주시 덕진구 천마산로 65 (송천동2가)","54822","스마일동물병원","2017-03-13 09:27:09","I","2018-08-31 23:59:59","","211511.089861907","262760.827844284","동물병원","","000","",
"5827","동물병원","02_03_01_P","4640000","464000001020170002","2017-03-22","","01","영업/정상","0000","정상","","","","","063-275-7979","0","","전라북도 전주시 덕진구 송천동1가 809-3","전라북도 전주시 덕진구 송천중앙로 213 (송천동1가)","54830","24시 올리몰스 동물메디컬센터","2023-05-19 13:22:01","U","2023-05-21 02:40:00","","210872.39714432","262878.736900303","동물병원","","000","0",
"5828","동물병원","02_03_01_P","4640000","464000001020170005","2017-11-08","","01","영업/정상","0000","정상","","","","","0632457975","0","","전라북도 전주시 완산구 중화산동2가 591-10 기아모터스","전라북도 전주시 완산구 중화산로 100 (중화산동2가)","54973","코끼리 동물병원","2022-03-31 15:22:23","U","2022-04-02 02:40:00","","210620.659124238","257697.355586597","동물병원","","000","0",
"5829","동물병원","02_03_01_P","4640000","464000001020090001","2009-06-03","","01","영업/정상","0000","정상","","","","","247-8874","0","","전라북도 전주시 덕진구 인후동1가 928-1번지 대명가치맨션 101동 703호","전라북도 전주시 덕진구 아중로 142 (인후동1가)","55030","아프리카 동물병원","2019-01-15 17:09:36","U","2019-01-17 02:40:00","","214866.37388958","258389.581573427","동물병원","","000","",
"5830","동물병원","02_03_01_P","4640000","464000001020120004","2012-11-02","","01","영업/정상","0000","정상","","","","","255-0630","0","","전라북도 전주시 완산구 효자동3가 1480-3번지","전라북도 전주시 완산구 세내로 509-1 (효자동3가)","54957","전주동물병원","2017-05-16 10:42:57","I","2018-08-31 23:59:59","","209219.451797294","259116.264384028","동물병원","","000","",
"5831","동물병원","02_03_01_P","4640000","464000001020130001","2013-03-18","","01","영업/정상","0000","정상","","","","","","0","","전라북도 전주시 완산구 서신동 959-2","전라북도 전주시 완산구 온고을로 102 (서신동)","54943","유앤아이동물병원","2022-02-08 16:51:48","U","2022-02-10 02:40:00","","210023.34572708","259342.605646079","동물병원","","000","0",
"5832","동물병원","02_03_01_P","4640000","464000001020140001","2014-02-10","","01","영업/정상","0000","정상","","","","","063-902-7975","0","","전라북도 전주시 완산구 평화동1가 708-2","전라북도 전주시 완산구 모악로 4769 (평화동1가)","55134","24시 코끼리동물병원","2022-12-08 15:35:31","U","2022-12-10 02:40:00","","211871.309264983","255014.453031228","동물병원","","000","0",
"5833","동물병원","02_03_01_P","4640000","464000001020140002","2014-05-01","","01","영업/정상","0000","정상","","","","","063-225-7588","0","","전라북도 전주시 완산구 효자동1가 388","전라북도 전주시 완산구 거마평로 170 (효자동1가)","55054","데이지동물병원","2023-03-23 13:27:45","U","2023-03-25 02:40:00","","210452.080929159","256411.008123664","동물병원","","000","0",
"5834","동물병원","02_03_01_P","4640000","464000001020140003","2014-05-26","","01","영업/정상","0000","정상","","","","","063-276-7675","0","","전라북도 전주시 덕진구 송천동1가 812-3","전라북도 전주시 덕진구 두간1길 5 (송천동1가)","54830","하트동물병원","2023-04-06 14:01:27","U","2023-04-08 02:40:00","","210879.734031415","262745.803939636","동물병원","","000","0",
"5835","동물병원","02_03_01_P","4640000","464000001020150001","2015-04-30","","01","영업/정상","0000","정상","","","","","285-7975","0","","전라북도 전주시 완산구 중화산동2가 261-13","전라북도 전주시 완산구 백제대로 332(중화산동2가)","54981","메이동물메디컬센터","2022-08-31 16:42:45","U","2022-09-02 02:40:00","","211065.734992459","258078.583072946","동물병원","","000","0",
"5836","동물병원","02_03_01_P","4640000","464000001020160001","2016-01-29","","01","영업/정상","0000","정상","","","","","063-211-6677","0","","전라북도 전주시 덕진구 동산동 682-23번지","전라북도 전주시 덕진구 쪽구름2길 16-2 (동산동)","54847","이지동물병원","2016-01-29 13:48:17","I","2018-08-31 23:59:59","","206808.633716094","263774.568191615","동물병원","","000","",
"5837","동물병원","02_03_01_P","4640000","464000001020160003","2016-05-27","","01","영업/정상","0000","정상","","","","","","0","","전라북도 전주시 완산구 서신동 산 997-8","전라북도 전주시 완산구 백제대로 378 (서신동)","54941","닥터펫동물병원","2023-05-22 10:49:01","U","2023-05-24 02:40:00","","","","동물병원","","000","0",
"5838","동물병원","02_03_01_P","4640000","464000001020160004","2016-08-01","","01","영업/정상","0000","정상","","","","","281-6740","0","","전라북도 전주시 덕진구 덕진동1가 73-48","전라북도 전주시 덕진구 소리로 68 (덕진동1가, 전주동물원)","54901","동물치유쉼터","2023-02-06 10:40:41","U","2023-02-08 02:40:00","","212994.275937667","261749.87067105","동물병원","","O00","0",
"5839","동물병원","02_03_01_P","4640000","464000001019920001","1992-03-18","","01","영업/정상","0000","정상","","","","","211-2662","0","","전라북도 전주시 덕진구 반월동 248-7번지","전라북도 전주시 덕진구 쪽구름로 71-2 (반월동)","54850","푸른 동물병원","2018-03-19 16:02:56","I","2018-08-31 23:59:59","","206804.157151826","263515.21429018","동물병원","","000","",
"5840","동물병원","02_03_01_P","4640000","464000001019920002","1992-07-08","","01","영업/정상","0000","정상","","","","","","0","","전라북도 전주시 완산구 서서학동 219-1","전라북도 전주시 완산구 전주천서로 111 (서서학동)","55099","박영재 동물병원","2021-01-08 11:49:19","U","2021-01-10 02:40:00","","213414.512918565","256682.410830805","동물병원","","000","",
"5841","동물병원","02_03_01_P","4640000","464000001019920003","1992-10-09","","01","영업/정상","0000","정상","","","","","063-228-5311","287.57","","전라북도 전주시 완산구 중화산동2가 535-4 마리앤스튜디오","전라북도 전주시 완산구 서원로 294, 마리앤스튜디오 (중화산동2가)","55049","나음동물메디컬센터","2023-03-07 18:08:06","U","2023-03-09 02:40:00","","211358.918377601","256841.274117466","동물병원","","000","0",
"5842","동물병원","02_03_01_P","4640000","464000001019930001","1993-05-10","","01","영업/정상","0000","정상","","","","","224-6672","288","","전라북도 전주시 완산구 효자동1가 563-8","전라북도 전주시 완산구 백제대로 121 (효자동1가)","","효자 동물병원","2022-09-20 17:45:35","U","2022-09-22 02:40:00","","211110.237909873","255972.121331701","동물병원","","000","0",
"5843","동물병원","02_03_01_P","4640000","464000001019960001","1996-07-16","","01","영업/정상","0000","정상","","","","","226-3333","0","","전라북도 전주시 완산구 효자동1가 276-7번지","전라북도 전주시 완산구 용머리로 86 (효자동1가)","55081","우리동물병원","2016-04-05 18:08:09","I","2018-08-31 23:59:59","","210721.619646449","256237.258749844","동물병원","","000","",
"5844","동물병원","02_03_01_P","4640000","464000001019970001","1997-10-23","","01","영업/정상","0000","정상","","","","","253-2747","0","","전라북도 전주시 완산구 서신동 831-4번지","전라북도 전주시 완산구 서신로 33 (서신동)","","서신 동물병원","2017-11-08 09:38:44","I","2018-08-31 23:59:59","","210370.36696762","258701.240464311","동물병원","","000","",
"5845","동물병원","02_03_01_P","4640000","464000001019980001","1998-03-04","","01","영업/정상","0000","정상","","","","","231-2455","0","","전라북도 전주시 완산구 경원동3가 3-10","전라북도 전주시 완산구 기린대로 139 (경원동3가)","55000","동부 동물병원","2022-04-28 15:10:00","U","2022-04-30 02:40:00","","213671.947574401","257885.414131663","동물병원","","000","0",
"5846","동물병원","02_03_01_P","4640000","464000001019980002","1998-03-21","","01","영업/정상","0000","정상","","","","","063-240-2888","0","","전라북도 전주시 덕진구 호성동1가 711-4","전라북도 전주시 덕진구 동부대로 769 (호성동1가)","54905","전주김제완주축협 부속동물병원","2023-05-09 15:35:43","U","2023-05-11 02:40:00","","214050.812201886","261847.104656207","동물병원","","L00","0",
"5847","동물병원","02_03_01_P","4640000","464000001019990001","1999-03-17","","01","영업/정상","0000","정상","","","","","251-1015","0","","전라북도 전주시 덕진구 송천동1가 626-42","전라북도 전주시 덕진구 시천로 26 (송천동1가)","","21세기 동물병원","2022-04-28 15:09:07","U","2022-04-30 02:40:00","","210309.521307366","262378.038884579","동물병원","","000","0",
"5848","동물병원","02_03_01_P","4640000","464000001020000001","2000-01-14","","01","영업/정상","0000","정상","","","","","244-0090","0","","전라북도 전주시 덕진구 인후동1가 806-6번지","전라북도 전주시 덕진구 건산로 243 (인후동1가)","","행복한 동물병원","2016-10-26 09:31:49","I","2018-08-31 23:59:59","","214709.376549341","259423.589686073","동물병원","","000","",
"5849","동물병원","02_03_01_P","4730000","473000001019730001","1973-03-19","","01","영업/정상","0000","정상","","","","","","33","","전라북도 진안군 진안읍 군상리 432-2번지","전라북도 진안군 진안읍 진무로 1083-1","55429","진안동물병원","2014-12-04 16:58:21","I","2018-08-31 23:59:59","","238531.438374557","254701.568471767","동물병원","","000","",
"5850","동물병원","02_03_01_P","4730000","473000001019730002","1973-12-04","","01","영업/정상","0000","정상","","","","","","0","","전라북도 진안군 진안읍 군상리 366-31번지 5통5반","전라북도 진안군 진안읍 진무로 1108","55432","삼양가축병원","2014-12-04 17:00:38","I","2018-08-31 23:59:59","","238764.506022878","254734.748965965","동물병원","","000","",
"5851","동물병원","02_03_01_P","4730000","473000001019910001","1991-02-13","","01","영업/정상","0000","정상","","","","","","129.21","","전라북도 진안군 진안읍 군하리 125-47","전라북도 진안군 진안읍 대광길 8","55426","유 가축병원","2022-08-10 15:52:13","U","2022-08-12 02:40:00","","238059.512642704","254390.145935793","동물병원","","000","0",
"5852","동물병원","02_03_01_P","4730000","473000001020110001","2011-11-24","","01","영업/정상","0000","정상","","","","","433-7742","492.07","","전라북도 진안군 부귀면 신정리 110-16번지","전라북도 진안군 부귀면 전진로 2693","55417","호남가축병원","2015-04-07 16:25:05","I","2018-08-31 23:59:59","","232572.404772962","253301.643948852","동물병원","","000","",
"5853","동물병원","02_03_01_P","4790000","479000001019710001","1971-09-01","","01","영업/정상","0000","정상","","","","","583-1323","20","","전라북도 부안군 부안읍 봉덕리 793-4번지","전라북도 부안군 부안읍 진성길 11","","자연낙농동물병원","2010-04-06 10:05:41","I","2018-08-31 23:59:59","","176254.794328794","247224.186265159","동물병원","","000","",
"5854","동물병원","02_03_01_P","4790000","479000001019820001","1982-08-03","","01","영업/정상","0000","정상","","","","","","24","","전라북도 부안군 부안읍 봉덕리 574-12번지","전라북도 부안군 부안읍 번영로 161","","부안동물병원","2016-07-29 09:11:43","I","2018-08-31 23:59:59","","176221.518333334","247465.405","동물병원","","000","",
"5855","동물병원","02_03_01_P","4790000","479000001019910001","1991-04-25","","01","영업/정상","0000","정상","","","","","","1008.5","","전라북도 부안군 부안읍 선은리 11-8번지","전라북도 부안군 부안읍 번영로 185","","연합동물병원","2016-05-19 14:53:48","I","2018-08-31 23:59:59","","176466.602500587","247555.318265943","동물병원","","000","",
"5856","동물병원","02_03_01_P","4790000","479000001019960001","1996-11-02","","01","영업/정상","0000","정상","","","","","","20","","전라북도 부안군 부안읍 서외리 10-5번지","전라북도 부안군 부안읍 번영로 129","","제일동물병원","2015-08-13 10:50:19","I","2018-08-31 23:59:59","","175943.58918135","247416.148388198","동물병원","","000","",
"5857","동물병원","02_03_01_P","4790000","479000001020040001","2004-01-26","","01","영업/정상","0000","정상","","","","","","117.99","","전라북도 부안군 부안읍 봉덕리 574-49번지","전라북도 부안군 부안읍 번영로 155-2","56307","미래동물병원","2019-09-03 11:19:00","U","2019-09-05 02:40:00","","176177.255315701","247447.507567264","동물병원","","000","",
"5858","동물병원","02_03_01_P","4790000","479000001020140001","2014-12-12","","01","영업/정상","0000","정상","","","","","","84.8","","전라북도 부안군 부안읍 동중리 142-6번지","전라북도 부안군 부안읍 매산길 1","56308","부안산업동물병원","2019-03-06 11:16:20","U","2019-03-08 02:40:00","","175850.487114568","247556.54831267","동물병원","","000","",
"5859","동물병원","02_03_01_P","4790000","479000001020160001","2016-12-28","","01","영업/정상","0000","정상","","","","","","42.82","","전라북도 부안군 보안면 영전리 4통","전라북도 부안군 보안면 영전길 15-0","56329","새만금동물병원","2016-12-28 15:22:59","I","2018-08-31 23:59:59","","170028.576175367","234581.20011717","동물병원","","000","",
